Unnamed: 0, , .1, .2, .3, .4, .5, .6, .7
, , , , Ending Balance, , 110000, , 
, , , , , , , , 
, , Retained Earnings -----, , Beginning Balance, , 80000, , 
, , , , Change in Current Yr, , 48612, , 
, , , , Ending Balance, , 128612, , 
, , , , , , , , 
, , Total Shareholder -------, , Beginning Balance, , 210000, , 
, ,   Equity, , Change in Current Yr, , 48612, , 
, , , , Ending Balance, , 258612, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, ROE, Return on Average Shareholder Equity (%), , , , 0.25, , 
, , , , , , , , 
, , , , , , , , 
, Alternate Equity, Retained Earnings -----, , Beginning Balance, , 80000, , 
,  Figures, , , Change in Current Yr, , 48612, , 
, , , , Ending Balance, , 128612, , 
, , , , , , , , 
, , Total Shareholder -------, , Beginning Balance, , 210000, , 
, ,   Equity, , Change in Current Yr, , 48612, , 
, , , , Ending Balance, , 258612, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
STOCK ISSUES, Beginning, Beginning Stock Price, , , , 30, , 
AND,   Values, Beginning Shares Outstanding, , , , 20000, , 
REPURCHASES, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Stock Issue, Initial Maximum Share Issue, , , , 5000, , 
, , Shares repurch this year? (1/0), , , , 0, , 
, , Shares Allowed to Issue, , , , 5000, , 
, , Shares Issued This Year, , , , 0, , 
, , Share Issue Price, , , , 30, , 
, , Cash Generated from Issue, , , , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Stock, Initial Maximum Share Repurch, , , , 200, , 
,   Repurchase, Shares issue this year? (1/0), , , , 0, , 
, , Proj Equity < $150m ?  (1/0), , , , 0, , 
, , Shares Allowed to Repurch, , , , 200, , 
, , Shares Repurchased This Year, , , , 0, , 
, , ShareRepurchase Price, , , , 30, , 
, , Cash Required for Repurchase, , , , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Ending, Ending Shares Outstanding, , , , 20000, , 
,   Values, Ending Stock Price, , , , 49, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
CREDIT, Credit Rating, , Interest Coverage Ratio, , , 10.62, , 
RATING,   Variables, , Debt-To Assets Ratio, , , 0.33, , 
, , , Default Risk Ratio, , , 5.01, , 
, , , , , , , , 
, Credit Rating, , Interest Coverage Ratio, , , 174, , 
,   Points, , Debt-To Assets Ratio, , , 80, , 
, , , Default Risk Ratio, , , 153, , 
, , ,   Total Points, , , 407, , 
, , , , , , , , 
, Credit Rating, , Rating Number, , , 8, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
INTEREST, A+ Interest Rates, , 1-Year Loans, , , 0.054, , 
RATES,   (based on beginning, , 5-Year Loans, , , 0.059, , 
,    credit rating), , 10-Year Loans, , , 0.064, , 
, , , Overdraft Loans, , , 0.074, , 
, , , Cash Balance, , , 0.024, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
SELECTED, , , Current Ratio, , , 3.13, , 
  FINANCIALS, , , Operating Profit Margin, , , 0.167, , 
, , , Net Profit Margin, , , 0.106, , 
, , , Dividend Payout, , , 0.171, , 
, , , , , , , , 
, , , Free Cash Flow, , , 79622, , 
, , , Principal Payments (next year), , , 15900, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
LONG-TERM, New Loans, Interest Coverage Ratio (prior year), , , , 6.62, , 
BANK, , Allow New Loans This Year  (0/1), , , , 1, , 
LOANS, , Maximum Individual Laon Amount, , , , 300000, , 
, , , , , , , , 
, , New Bank Loans ---------------, , 5-Year -------, Amount, 0, , 
, ,   Taken Out, , , Interest %, 0.075, , 
, ,   This Year, , 10-Year -------, Amount, 2000, , 
, , , , , Interest %, 0.08, , 
, , , , , , , , 
, , Number of New L-T Loans This Year, , , , 1, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , Place-Holders, 1, , 
, , , , , , 1, , 
, Existing Loans, Year Initiated-------------------------------, , , 1, 4, , 
, , , , , 2, 9, , 
, , , , , 3, 11, , 
, , , , , 4, 0, , 
, , , , , 5, 0, , 
, , , , , 6, 0, , 
, , , , , 7, 0, , 
, , , , , 8, 0, , 
, , , , , 9, 0, , 
, , , , , 10, 0, , 
, , , , , 11, 0, , 
, , , , , 12, 0, , 
, , , , , 13, 0, , 
, , , , , 14, 0, , 
, , , , , 15, 0, , 
, , , , , 16, 0, , 
, , , , , 17, 0, , 
, , , , , 18, 0, , 
, , , , , 19, 0, , 
, , , , , 20, 0, , 
, , , , , 21, 0, , 
, , , , , 22, 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
LONG-TERM, Existing Loans, Original Principal-------------------------------, , , 1, 60000, , 
BANK, , , , , 2, 99000, , 
LOANS, , , , , 3, 2000, , 
, , , , , 4, 0, , 
, , , , , 5, 0, , 
, , , , , 6, 0, , 
, , , , , 7, 0, , 
, , , , , 8, 0, , 
, , , , , 9, 0, , 
, , , , , 10, 0, , 
, , , , , 11, 0, , 
, , , , , 12, 0, , 
, , , , , 13, 0, , 
, , , , , 14, 0, , 
, , , , , 15, 0, , 
, , , , , 16, 0, , 
, , , , , 17, 0, , 
, , , , , 18, 0, , 
, , , , , 19, 0, , 
, , , , , 20, 0, , 
, , , , , 21, 0, , 
, , , , , 22, 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Existing Loans, Interest Rate-------------------------------, , , 1, 0.082, , 
, , , , , 2, 0.077, , 
, , , , , 3, 0.08, , 
, , , , , 4, 0, , 
, , , , , 5, 0, , 
, , , , , 6, 0, , 
, , , , , 7, 0, , 
, , , , , 8, 0, , 
, , , , , 9, 0, , 
, , , , , 10, 0, , 
, , , , , 11, 0, , 
, , , , , 12, 0, , 
, , , , , 13, 0, , 
, , , , , 14, 0, , 
, , , , , 15, 0, , 
, , , , , 16, 0, , 
, , , , , 17, 0, , 
, , , , , 18, 0, , 
, , , , , 19, 0, , 
, , , , , 20, 0, , 
, , , , , 21, 0, , 
, , , , , 22, 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
LONG-TERM, Existing Loans, Term-----------------------------------------, , , 1, 10, , 
BANK, , , , , 2, 10, , 
LOANS, , , , , 3, 10, , 
, , , , , 4, 0, , 
, , , , , 5, 0, , 
, , , , , 6, 0, , 
, , , , , 7, 0, , 
, , , , , 8, 0, , 
, , , , , 9, 0, , 
, , , , , 10, 0, , 
, , , , , 11, 0, , 
, , , , , 12, 0, , 
, , , , , 13, 0, , 
, , , , , 14, 0, , 
, , , , , 15, 0, , 
, , , , , 16, 0, , 
, , , , , 17, 0, , 
, , , , , 18, 0, , 
, , , , , 19, 0, , 
, , , , , 20, 0, , 
, , , , , 21, 0, , 
, , , , , 22, 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Existing Loans, Outstanding Principal-------------------------------, , , 1, 18000, , 
, , , , , 2, 79200, , 
, , , , , 3, 2000, , 
, , , , , 4, 0, , 
, , , , , 5, 0, , 
, , , , , 6, 0, , 
, , , , , 7, 0, , 
, , , , , 8, 0, , 
, , , , , 9, 0, , 
, , , , , 10, 0, , 
, , , , , 11, 0, , 
, , , , , 12, 0, , 
, , , , , 13, 0, , 
, , , , , 14, 0, , 
, , , , , 15, 0, , 
, , , , , 16, 0, , 
, , , , , 17, 0, , 
, , , , , 18, 0, , 
, , , , , 19, 0, , 
, , , , , 20, 0, , 
, , , , , 21, 0, , 
, , , , , 22, 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
LONG-TERM, Existing Loans, Principal Payment Nxt Yr-------------------------------, , , 1, 6000, , 
BANK, , , , , 2, 9900, , 
LOANS, , , , , 3, 200, , 
, , , , , 4, 0, , 
, , , , , 5, 0, , 
, , , , , 6, 0, , 
, , , , , 7, 0, , 
, , , , , 8, 0, , 
, , , , , 9, 0, , 
, , , , , 10, 0, , 
, , , , , 11, 0, , 
, , , , , 12, 0, , 
, , , , , 13, 0, , 
, , , , , 14, 0, , 
, , , , , 15, 0, , 
, , , , , 16, 0, , 
, , , , , 17, 0, , 
, , , , , 18, 0, , 
, , , , , 19, 0, , 
, , , , , 20, 0, , 
, , , , , 21, 0, , 
, , , , , 22, 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Existing Loans, Interest Payment Next Year-------------------------------, , , 1, 1476, , 
, , , , , 2, 6098, , 
, , , , , 3, 160, , 
, , , , , 4, 0, , 
, , , , , 5, 0, , 
, , , , , 6, 0, , 
, , , , , 7, 0, , 
, , , , , 8, 0, , 
, , , , , 9, 0, , 
, , , , , 10, 0, , 
, , , , , 11, 0, , 
, , , , , 12, 0, , 
, , , , , 13, 0, , 
, , , , , 14, 0, , 
, , , , , 15, 0, , 
, , , , , 16, 0, , 
, , , , , 17, 0, , 
, , , , , 18, 0, , 
, , , , , 19, 0, , 
, , , , , 20, 0, , 
, , , , , 21, 0, , 
, , , , , 22, 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
LONG-TERM, Existing Loans, Nxt Yr Principal Repayment-------------------, , , 1, 0, , 
BANK, ,   on 5-Year Loans, , , 2, 0, , 
LOANS, , , , , 3, 0, , 
, , , , , 4, 0, , 
, , , , , 5, 0, , 
, , , , , 6, 0, , 
, , , , , 7, 0, , 
, , , , , 8, 0, , 
, , , , , 9, 0, , 
, , , , , 10, 0, , 
, , , , , 11, 0, , 
, , , , , 12, 0, , 
, , , , , 13, 0, , 
, , , , , 14, 0, , 
, , , , , 15, 0, , 
, , , , , 16, 0, , 
, , , , , 17, 0, , 
, , , , , 18, 0, , 
, , , , , 19, 0, , 
, , , , , 20, 0, , 
, , , , , 21, 0, , 
, , , , , 22, 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Existing Loans, Early Repayment Amount on -------, , , 1, 0, , 
, ,   5-Year Loans, , , 2, 0, , 
, , , , , 3, 0, , 
, , , , , 4, 0, , 
, , , , , 5, 0, , 
, , , , , 6, 0, , 
, , , , , 7, 0, , 
, , , , , 8, 0, , 
, , , , , 9, 0, , 
, , , , , 10, 0, , 
, , , , , 11, 0, , 
, , , , , 12, 0, , 
, , , , , 13, 0, , 
, , , , , 14, 0, , 
, , , , , 15, 0, , 
, , , , , 16, 0, , 
, , , , , 17, 0, , 
, , , , , 18, 0, , 
, , , , , 19, 0, , 
, , , , , 20, 0, , 
, , , , , 21, 0, , 
, , , , , 22, 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
LONG-TERM, Existing Loans, Early Repayment Amount on -------, , , 1, 0, , 
BANK, ,   10-Year Loans, , , 2, 0, , 
LOANS, , , , , 3, 0, , 
, , , , , 4, 0, , 
, , , , , 5, 0, , 
, , , , , 6, 0, , 
, , , , , 7, 0, , 
, , , , , 8, 0, , 
, , , , , 9, 0, , 
, , , , , 10, 0, , 
, , , , , 11, 0, , 
, , , , , 12, 0, , 
, , , , , 13, 0, , 
, , , , , 14, 0, , 
, , , , , 15, 0, , 
, , , , , 16, 0, , 
, , , , , 17, 0, , 
, , , , , 18, 0, , 
, , , , , 19, 0, , 
, , , , , 20, 0, , 
, , , , , 21, 0, , 
, , , , , 22, 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
CORPORATE, Financial, Recycled Packaging ($000s expense), , , , 1389, , 
SOCIAL, Impact, , , , , , , 
RESPONSIBILITY, , Energy, Investment at ------------, , N.A., 0, , 
, , Efficiency,   Facility, , E-A, 0, , 
, , ($000s capital), , , A-P, 0, , 
, , , , , L.A., 0, , 
, , , , , , , , 
, , Charitable Contributions ($000s expense), , , , 0, , 
, , , , , , , , 
, , Ethics Training ($000s admin expense), , , , 400, , 
, , , , , , , , 
, , Improved-------, Cafeteria----, Year Initiated, , 0, , 
, , Working, , Invest per Facility, , 0, , 
, , Cond., , Annual Admin Exp, , 0, , 
, , , , Productivity Improve, , 0, , 
, , , , , , , , 
, , , Safety -----, Year Initiated, , 0, , 
, , , , Invest per Facility, , 0, , 
, , , , Annual Admin Exp, , 0, , 
, , , , Productivity Improve, , 0, , 
, , , , , , , , 
, , Code of Conduct ($000s admin expense), , , , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
CORPORATE, Company Effort, , Recycled -------------------, , Year-5, 0, , 
SOCIAL, Over Last, ,   Packaging, , Year-4, 0, , 
RESPONSIBILITY, 5 Years, ,     (0/1), , Year-3, 0, , 
, , , , , Year-2, 0, , 
, , , , , Year-1, 1, , 
, , , , , , , , 
, , , Energy Efficiency ---------, , Year-5, 0, , 
, , ,     ($000s), , Year-4, 0, , 
, , , , , Year-3, 0, , 
, , , , , Year-2, 0, , 
, , , , , Year-1, 0, , 
, , , , , , , , 
, , , Charitable ------------------, , Year-5, 0, , 
, , ,   Contributions, , Year-4, 0, , 
, , ,     ($000s), , Year-3, 0, , 
, , , , , Year-2, 0, , 
, , , , , Year-1, 0, , 
, , , , , , , , 
, , , Ethics Training ------------, , Year-5, 0, , 
, , ,     (0/1), , Year-4, 0, , 
, , , , , Year-3, 0, , 
, , , , , Year-2, 0, , 
, , , , , Year-1, 1, , 
, , , , , , , , 
, , , Improved-----, Cafeteria-----, Year-5, 0, , 
, , ,   Working, , Year-4, 0, , 
, , ,   Conditions, , Year-3, 0, , 
, , ,     (0/1), , Year-2, 0, , 
, , , , , Year-1, 0, , 
, , , , , , , , 
, , , , Safety--------, Year-5, 0, , 
, , , , , Year-4, 0, , 
, , , , , Year-3, 0, , 
, , , , , Year-2, 0, , 
, , , , , Year-1, 0, , 
, , , , , , , , 
, , , Supplier Code of------------, , Year-5, 0, , 
, , , Conduct, , Year-4, 0, , 
, , ,     (0/1), , Year-3, 0, , 
, , , , , Year-2, 0, , 
, , , , , Year-1, 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , Cash --------, $000s--------, Year-5, 0, , 
, , ,   Outlays, , Year-4, 0, , 
, , , , , Year-3, 0, , 
, , , , , Year-2, 0, , 
, , , , , Year-1, 1789, , 
, , , , $ / Unit------, Year-5, 0, , 
, , , , , Year-4, 0, , 
, , , , , Year-3, 0, , 
, , , , , Year-2, 0, , 
, , , , , Year-1, 0.19, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
CORPORATE, Industry CSRC, , Year-2 -------, $000s--------, High, 0, , 
SOCIAL,   Efforts, , , , Average, 0, , 
RESPONSIBILITY, , , , , Low, 0, , 
, , , , $/Unit ------, High, 0, , 
, , , , , Average, 0, , 
, , , , , Low, 0, , 
, , , , , , , , 
, , , Year-1 -------, $000s--------, High, 17564, , 
, , , , , Average, 7651, , 
, , , , , Low, 969, , 
, , , , $/Unit ------, High, 2.28, , 
, , , , , Average, 0.94, , 
, , , , , Low, 0.15, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, CSRC Efforts, , Recycled Packaging (# of years), , , 1, , 
,   for Last 5, , Energy Efficiency (avg annual $), , , 0, , 
,   Years, , Charitable Contributions ($total), , , 0, , 
, , , Ethics Training (# of years), , , 1, , 
, , , Working Conditions----, , Cafeteria, 0, , 
, , ,   (# of years), , Safety, 0, , 
, , , Code of Conduct (# of years), , , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Image Rating, , Recycled Packaging, , , 1, , 
, Points, , Energy Efficiency, , , 0, , 
, , , Charitable Contributions, , , 0, , 
, , , Ethics Training, , , 0.35, , 
, , , Working Conditions----, , Cafeteria, 0, , 
, , , , , Safety, 0, , 
, , , Code of Conduct, , , 0, , 
, , , , , , , , 
, , ,   Total, , , 1.35, , 
, , ,   Year Multiplier, , , 1.09, , 
, , , , , , , , 
, , , Image Rating Points, , , 1, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
IMAGE, Market Share, Industry Average Market Share, , , , 0.2, , 
RATING, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , Company Market ----------, , Internet ------, N.A., 0.234, , 
, ,   Share, , , E-A, 0.11, , 
, , , , , A-P, 0.2171, , 
, , , , , L.A., 0.2414, , 
, , , , , , , , 
, , , , Whsle --------, N.A., 0.2632, , 
, , , , , E-A, 0.1904, , 
, , , , , A-P, 0.2403, , 
, , , , , L.A., 0.2804, , 
, , , , , , , , 
, , , , P-Label -----, N.A., 0, , 
, , , , , E-A, 0, , 
, , , , , A-P, 0.281, , 
, , , , , L.A., 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , Participating --------------, , Internet ------, N.A., 1, , 
, ,   in Region, , , E-A, 1, , 
, ,   (0/1), , , A-P, 1, , 
, , , , , L.A., 1, , 
, , , , , , , , 
, , , , Whsle --------, N.A., 1, , 
, , , , , E-A, 1, , 
, , , , , A-P, 1, , 
, , , , , L.A., 1, , 
, , , , , , , , 
, , , , P-Label -----, N.A., 0, , 
, , , , , E-A, 0, , 
, , , , , A-P, 1, , 
, , , , , L.A., 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , Image Point --------------, , Internet ------, N.A., 1, , 
, ,   Multiplier, , , E-A, 1, , 
, , , , , A-P, 1, , 
, , , , , L.A., 1, , 
, , , , , , , , 
, , , , Whsle --------, N.A., 1, , 
, , , , , E-A, 1, , 
, , , , , A-P, 1, , 
, , , , , L.A., 1, , 
, , , , , , , , 
, , , , P-Label -----, N.A., 0, , 
, , , , , E-A, 0, , 
, , , , , A-P, 1, , 
, , , , , L.A., 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , Image Rating ----------------, , Internet ------, N.A., 3.26, , 
, ,   Points, , , E-A, 1.5, , 
, , , , , A-P, 3.08, , 
, , , , , L.A., 3.48, , 
, , , , , , , , 
, , , , Whsle --------, N.A., 6, , 
, , , , , E-A, 3.7, , 
, , , , , A-P, 5.67, , 
, , , , , L.A., 6.33, , 
, , , , , , , , 
, , , , P-Label -----, N.A., 0, , 
, , , , , E-A, 0, , 
, , , , , A-P, 1.6, , 
, , , , , L.A., 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
IMAGE, S/Q Rating, S/Q Rating of Pairs -------------------, , , N.A., 5.2, , 
RATING, ,   Available for Sale, , , E-A, 4.7, , 
, , , , , A-P, 4.7, , 
, , , , , L.A., 5.2, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , Participating -----------------------------------, , , N.A., 1, , 
, ,   in Region, , , E-A, 1, , 
, ,   (0/1), , , A-P, 1, , 
, , , , , L.A., 1, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , Image Point --------------------------------, , , N.A., 1, , 
, ,   Multiplier, , , E-A, 1, , 
, , , , , A-P, 1, , 
, , , , , L.A., 1, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , Image Rating ----------------------------, , , N.A., 9.3, , 
, ,   Points, , , E-A, 8.9, , 
, , , , , A-P, 8.9, , 
, , , , , L.A., 9.3, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Image Rating, Total Image rating Points, , , , 72, , 
